RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACCESS,ACR,AGS,BATH,BDSP,BLD,BROADBND,BUS,COMPOTHX,CONP,DIALUP,DSL,ELEP,FIBEROP,FS,FULP,GASP,HANDHELD,HFL,INSP,LAPTOP,MHP,MODEM,MRGI,MRGP,MRGT,MRGX,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SATELLITE,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FFINCP,FGRNTP,FHINCP,FINCP,FPARC,FPLMPRP,FSMOCP,GRNTP,GRPIP,HHL,HHT,HINCP,HOTWAT,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PLMPRP,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SSMC,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACCESSP,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBROADBNDP,FBUSP,FCOMPOTHXP,FCONP,FDIALUPP,FDSLP,FELEP,FFIBEROPP,FFSP,FFULP,FGASP,FHANDHELDP,FHFLP,FHOTWATP,FINSP,FKITP,FLAPTOPP,FMHP,FMODEMP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FOTHSVCEXP,FPLMP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSATELLITEP,FSINKP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTAXP,FTELP,FTENP,FTOILP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80
H,653411,2,3803,1,36,1000000,1001264,125,0,1,,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,1,3,,,1,9,,1,,1,,,1,7,,,,7,,0,0,0,,,0,0,,,,,,9,,,,,1,,,,,,,,,,,1,9,,,,,2,,,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,118,32,142,40,121,130,126,226,114,219,131,125,252,138,36,205,196,34,192,117,118,222,129,209,120,119,134,38,124,38,125,129,36,132,195,37,35,207,219,126,123,204,117,208,122,130,127,39,120,37,127,129,36,117,215,39,30,211,38,120,129,38,139,39,123,117,129,242,117,218,122,123,218,116,39,196,216,38,38
H,668841,2,2903,1,36,1000000,1001264,53,4,1,1,1,,1,3,2,1,2,2,0,2,2,270,2,2,2,2,1,1,500,1,,1,,,,3,2,1,5,,,1,9,2,1,,1,1,2,1,,210000,2,1500,3,2,1,,1,97100,4,0,0,,,4,1,97100,9,0,4,4,4,1,1,2,3,0,4,0,0,0,14,0,1,9,0,0,1,1,3,1137,,0,0,1,66,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,20,48,70,58,124,17,56,76,109,42,52,52,53,58,18,65,79,19,15,58,19,39,61,45,107,22,48,94,92,50,55,50,57,52,12,62,141,68,54,47,127,35,12,46,24,153,57,20,15,42,67,55,45,66,86,74,18,117,92,72,82,53,13,63,20,81,42,12,26,49,44,43,61,46,75,71,20,16
H,684770,2,1802,1,36,1000000,1001264,40,1,1,1,2,1,1,3,2,2,2,2,0,2,1,310,2,2,2,2,2,1,1000,1,,2,,,,3,2,1,11,,,1,9,2,1,,1,1,2,1,,250000,1,200,1,,0,,0,,,0,0,,,1,6,28500,9,0,4,4,4,1,1,1,6,0,,0,0,0,30,0,1,9,0,0,1,1,3,702,,0,0,1,47,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,62,70,11,36,39,11,38,12,42,42,40,70,41,76,38,35,73,66,42,61,14,11,66,42,34,59,37,74,38,40,50,10,46,16,43,40,12,8,46,10,71,70,11,36,39,15,39,11,37,38,41,71,42,69,39,39,71,63,40,75,11,11,84,43,43,76,41,64,38,38,44,10,42,10,48,46,11,9
H,701386,2,3307,1,36,1000000,1001264,0,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,716844,2,4107,1,36,1000000,1001264,175,2,1,1,,,1,1,6,2,,1,,2,1,380,2,1,2,3,2,3,,1,,2,,,,,2,1,3,2,950,1,9,2,1,,1,1,3,1,,,0,2,5,6,0,0,0,0,4,0,,1330,,2,2,0,9,0,4,4,4,1,1,1,5,0,2,0,0,0,,0,1,9,0,0,0,0,2,,,1,0,0,,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,47,149,54,151,182,55,191,261,65,48,364,217,161,295,188,250,182,167,42,181,310,177,271,160,202,327,197,57,336,238,55,206,161,61,185,52,178,159,274,156,55,175,60,181,175,72,154,356,50,63,259,159,150,278,178,281,163,183,60,157,280,146,338,193,163,336,172,66,268,351,57,161,162,51,216,46,167,192,252
H,733426,2,3903,1,36,1000000,1001264,0,1,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,749782,2,800,1,36,1000000,1001264,65,2,1,1,1,,1,3,2,1,2,2,0,2,2,250,2,2,2,3,1,3,1000,1,,1,,,,3,2,1,6,,,1,9,2,1,,1,1,2,1,,115000,2,600,6,1,0,,0,134000,4,0,0,,,1,1,134000,9,0,4,4,4,1,1,1,7,0,2,0,0,0,6,0,1,9,0,0,2,0,3,716,,0,0,1,52,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,16,65,66,68,110,59,70,18,112,18,18,68,73,118,102,20,67,58,73,109,75,22,20,22,61,90,17,67,63,63,64,106,109,74,63,70,103,20,20,53,135,64,62,64,21,64,68,114,17,96,108,60,69,17,18,105,65,62,58,16,62,108,105,145,71,18,104,62,74,65,71,21,19,65,61,62,18,105,79
H,766352,2,200,1,36,1000000,1001264,68,0,1,,1,,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,1,7,,,2,9,,1,,1,,,2,5,,,,4,,0,0,0,,,0,0,,,,,,9,,,,,1,,,,,,,,,,,2,9,,,,,2,,,0,,0,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,73,56,61,112,117,73,112,20,124,24,71,19,18,70,69,57,71,75,69,66,107,23,18,64,53,113,65,78,71,65,123,67,71,23,19,125,104,21,113,21,68,68,72,103,108,66,109,18,118,18,62,22,24,58,73,78,63,66,77,68,122,20,19,57,81,111,67,71,61,58,102,61,68,22,22,110,126,23,100
H,782465,2,3309,1,36,1000000,1001264,232,0,1,,,,1,1,6,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2300,1,9,,1,,1,,,1,1,,,,3,,0,0,0,,,0,0,,,,,,9,,,,,1,,,,,,,,,,,1,9,,,,,2,,,1,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,394,455,73,387,259,237,78,72,77,221,243,449,77,188,361,231,226,233,222,65,230,201,263,260,442,66,202,224,215,425,76,268,207,376,232,322,456,71,66,252,375,428,70,338,221,250,72,71,79,189,204,405,78,218,351,249,232,245,248,72,227,239,234,229,403,80,210,217,220,460,73,198,222,412,240,362,398,72,70,191
H,798357,2,3105,1,36,1000000,1001264,36,3,1,1,1,,1,4,2,1,2,2,0,1,1,180,1,2,2,140,1,1,1300,1,,1,2,2500,1,1,2,1,8,,,1,9,1,1,1000,1,1,1,1,,400000,2,740,1,4,1,,1,131600,4,0,1,,,4,1,131600,9,0,4,4,4,1,1,1,4,0,3,0,0,0,36,0,1,9,0,0,2,2,1,3990,1,0,0,1,65,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,26,87,44,45,70,34,19,9,12,45,33,37,34,41,56,35,55,31,67,50,35,11,45,44,10,35,79,44,55,38,26,23,40,58,11,10,9,25,48,73,39,12,27,29,11,38,46,79,50,41,30,44,33,34,8,10,12,34,12,11,91,49,42,40,40,53,8,12,10,28,37,31,40,40,54,64,56,38,13
H,814924,2,3208,1,36,1000000,1001264,78,5,1,1,1,,1,3,2,1,2,2,0,2,2,180,1,2,2,20,1,4,5000,1,,1,1,4000,1,1,2,1,7,,,1,9,2,1,200,1,1,1,1,,800000,5,200,3,2,0,,0,418000,4,0,0,,,1,1,418000,9,0,4,4,4,1,1,1,2,0,5,0,0,0,13,0,1,9,1,0,2,0,3,4417,2,0,0,1,68,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,80,72,24,22,22,82,136,75,23,73,78,25,81,126,120,128,74,78,121,76,74,83,23,22,23,77,149,85,24,85,76,19,74,116,122,139,75,80,123,69,80,73,22,25,23,76,144,74,23,83,76,21,78,130,128,139,85,75,126,78,73,74,23,23,22,68,127,79,23,85,80,24,72,120,135,127,79,74,131
H,831292,2,2500,1,36,1000000,1001264,0,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,847096,2,704,1,36,1000000,1001264,40,3,1,1,2,1,1,3,2,1,2,2,0,2,2,60,2,1,2,200,1,2,500,1,,2,1,690,1,1,2,1,5,,,1,9,2,1,,1,1,1,1,,70000,2,150,7,5,0,,0,24000,1,0,0,,,1,2,33800,9,0,1,1,1,1,1,1,1,1,2,0,1,1,34,2,1,9,0,1,0,0,2,963,3,0,0,1,18,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,69,39,42,13,48,43,41,41,11,43,31,55,61,13,12,58,37,10,35,68,53,39,33,11,45,36,43,40,13,39,36,60,83,14,8,70,37,10,57,62,72,41,33,13,42,34,39,49,11,37,40,68,61,11,11,55,38,12,38,59,63,38,41,13,29,49,45,32,10,37,30,74,58,12,14,62,44,11,33
H,862731,2,3104,1,36,1000000,1001264,76,4,1,1,1,,1,5,2,1,2,2,800,2,2,400,2,2,2,2,1,1,4400,1,,1,2,6200,2,1,2,1,12,,,1,9,2,1,,1,1,1,1,,2500000,2,2400,6,2,0,,0,607400,2,0,1,,,3,1,612400,9,0,2,2,2,1,1,1,4,1,3,0,1,1,19,0,1,9,0,1,0,0,3,9692,3,0,0,1,68,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,20,74,67,129,22,89,70,23,72,84,22,81,70,86,23,124,135,124,76,23,115,67,75,23,99,82,85,141,81,77,140,69,87,85,142,20,24,30,75,112,18,89,60,162,21,90,70,22,84,85,23,93,66,97,19,123,126,98,72,24,146,68,91,21,123,73,67,145,71,69,146,75,80,76,130,23,27,26,74
H,879370,2,3808,1,36,1000000,1001264,132,2,1,1,,,1,1,9,1,,2,0,2,2,90,2,2,2,3,1,1,0,1,,1,2,1800,2,1,2,1,3,,,1,9,2,1,,1,1,1,1,,600000,1,2,4,,0,,0,,,0,0,,,1,5,285501,9,0,4,4,4,1,1,1,3,0,,0,1,0,8,2,1,9,0,0,0,0,3,1890,3,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,137,150,110,136,212,221,139,136,203,116,118,273,245,212,231,129,213,139,35,41,156,139,145,147,36,37,138,132,34,117,145,51,44,31,40,140,37,133,43,42,136,114,179,139,40,33,114,133,39,150,150,33,37,36,39,132,34,140,249,231,135,139,148,123,232,206,132,147,213,139,119,196,181,216,212,131,241,151,177
H,895863,2,3305,1,36,1000000,1001264,119,3,1,1,2,1,1,5,2,2,2,2,0,2,2,200,2,2,2000,3,1,4,1800,1,,1,,,,3,2,1,8,,,1,9,2,1,,1,1,2,1,,1000000,4,600,4,1,1,,1,128500,4,0,0,,,1,1,128500,9,0,4,4,4,1,1,1,7,0,3,0,0,0,10,0,1,9,0,0,2,2,2,1067,,0,0,1,64,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,37,33,117,107,125,213,105,38,124,36,32,194,131,213,108,116,189,113,124,35,226,216,117,132,130,33,122,174,117,226,210,37,114,36,139,127,38,113,129,196,33,37,117,124,126,209,123,32,122,33,32,208,113,196,127,110,212,123,112,35,193,205,130,114,117,37,112,198,127,224,212,39,124,37,119,113,31,122,104
H,911709,2,1204,1,36,1000000,1001264,73,2,1,2,1,,1,3,2,,2,2,0,,,90,,2,2,40,2,1,650,1,,,,,,3,,1,6,,,1,9,,1,,1,1,2,1,,130000,2,90,4,4,1,,1,33600,4,0,0,,,1,1,33600,9,0,4,4,4,1,1,1,7,0,2,0,0,0,18,0,1,9,0,0,2,2,1,517,,0,0,1,51,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,72,122,19,129,72,18,20,23,70,122,22,76,85,74,64,126,122,76,77,73,70,130,24,125,75,20,24,20,77,126,20,69,61,72,69,121,131,70,81,68,80,27,125,21,67,132,126,101,83,20,113,67,65,71,75,22,22,78,71,79,69,19,114,19,73,120,117,146,64,21,140,79,75,69,68,26,20,75,65
H,927424,2,1300,1,36,1000000,1001264,29,1,1,1,1,,1,3,2,2,2,2,0,2,2,90,2,2,2,3,2,3,0,1,,1,,,,3,2,1,8,,,1,9,2,1,,1,1,2,1,,11800,1,420,6,,0,,0,,,0,0,,,1,6,137050,9,0,4,4,4,1,1,1,5,0,,0,0,0,4,0,1,9,0,0,0,0,3,442,,0,0,1,50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,54,9,33,11,29,36,29,56,7,33,49,42,25,31,30,29,29,7,9,25,52,10,28,9,28,63,27,50,11,27,47,68,40,25,30,29,26,9,41,28,9,44,29,56,32,8,36,6,64,27,7,9,28,30,30,28,29,49,60,34,7,56,30,42,30,9,25,9,44,35,12,9,27,32,33,28,24,59,9
H,944049,2,1300,1,36,1000000,1001264,0,1,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,960030,2,500,1,36,1000000,1001264,30,1,1,1,1,,1,2,2,2,2,2,0,2,2,90,2,2,600,3,2,4,450,1,,1,,,,3,2,1,3,,,1,9,2,1,,1,1,2,1,,50000,1,2,6,,0,,0,,,0,0,,,1,4,0,9,0,4,4,4,1,1,1,5,0,,0,0,0,,0,1,9,0,0,0,0,2,224,,0,0,1,13,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,44,31,30,8,49,26,29,53,29,29,53,31,32,31,48,7,9,35,45,47,8,35,35,42,9,30,26,7,29,31,9,30,26,32,11,60,54,34,9,9,56,24,25,10,46,28,30,58,32,25,47,33,27,30,57,9,9,30,41,46,10,29,32,48,8,37,24,9,34,25,13,28,24,32,9,57,43,29
H,977060,2,3106,1,36,1000000,1001264,327,4,1,1,,,1,2,5,2,,2,,2,2,120,2,2,2,2,2,3,,1,,1,,,,,2,1,4,2,1200,1,9,2,1,,1,1,3,1,,,2,2,2,2,1,0,1,42100,2,0,,1320,38,2,1,42100,9,0,2,2,2,1,1,1,6,2,4,0,0,2,,0,1,9,0,1,0,0,2,,,1,0,0,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351,494,117,331,119,94,314,108,512,276,374,374,553,309,111,296,502,473,288,341,319,102,476,361,481,598,346,548,103,337,305,299,83,305,548,330,115,121,358,319,404,88,472,370,677,505,255,593,137,303,428,356,145,313,474,291,89,108,275,353,268,516,108,351,82,100,367,87,500,242,332,361,446,393,96,417,604,501,335,322
H,992972,2,300,1,36,1000000,1001264,43,1,1,3,1,,1,3,2,,2,2,0,,,50,,2,1800,10,2,4,700,2,,,2,350,2,1,,1,6,,,1,9,,1,,1,1,1,1,,150000,2,2,5,,0,,1,,,0,1,,,1,4,12500,9,0,4,4,4,1,1,1,7,0,,0,0,0,79,0,1,9,0,0,1,1,1,826,3,0,0,1,37,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,16,43,39,82,12,44,42,14,44,36,13,58,38,43,13,84,90,77,46,71,10,51,61,74,11,43,39,13,53,46,14,52,39,42,14,59,75,72,48,79,14,40,40,69,12,38,44,16,45,42,13,58,41,36,13,72,74,72,41,83,14,40,52,59,14,40,43,18,45,51,16,54,37,38,15,64,71,86,39
H,1009807,2,2600,1,36,1000000,1001264,92,2,1,1,2,1,1,3,1,1,2,2,0,2,1,100,2,2,2,150,1,2,580,1,3400,1,2,250,2,1,2,1,4,,,1,9,2,1,,1,1,1,1,,50000,3,1,8,,0,,1,,,0,1,,,1,5,56900,9,0,4,4,4,1,1,1,1,0,,0,1,0,19,0,1,9,0,0,0,0,2,914,3,0,0,0,22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,142,99,95,82,32,94,28,89,82,31,87,142,23,25,177,86,88,147,131,107,145,87,94,95,32,98,33,99,96,26,83,142,28,26,143,102,98,187,172,99,153,93,95,86,33,115,30,92,91,32,105,162,23,29,169,62,88,171,176,109,115,100,79,111,24,91,26,97,93,24,74,164,27,28,152,107,77,160,153
H,1026551,2,4001,1,36,1000000,1001264,140,1,1,1,,,1,0,9,2,,2,,2,2,1,1,2,1,1,1,4,,1,,2,,,,,2,1,1,2,620,1,9,2,1,,1,1,3,1,,,0,1,4,,0,0,0,,,0,,620,31,4,6,24330,9,0,4,4,4,1,2,1,6,0,,0,0,0,,0,1,9,0,0,1,0,3,,,1,0,0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,202,45,39,50,40,215,126,154,41,234,102,134,191,153,171,297,122,105,129,112,281,78,38,33,55,222,134,142,40,169,170,156,182,147,159,213,182,157,120,145,47,292,207,263,215,39,144,175,251,43,142,164,48,120,108,38,126,160,123,117,32,163,308,254,274,50,133,147,186,54,125,118,41,114,158,61,142,109,158
H,1043139,2,3104,1,36,1000000,1001264,0,1,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,1058987,2,3211,1,36,1000000,1001264,104,1,1,1,1,,1,3,2,1,2,2,0,2,2,150,2,2,2,3,1,3,890,2,,1,2,2000,1,1,2,1,6,,,1,9,2,1,,1,1,1,1,,350000,1,70,3,,0,,0,,,0,0,,,1,6,42000,9,0,4,4,4,1,1,1,3,0,,0,0,0,64,0,1,9,0,0,0,0,3,2230,3,0,0,1,67,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,89,77,34,131,106,208,202,30,44,185,109,29,209,193,109,116,30,98,88,115,85,91,33,95,101,166,198,37,29,160,73,37,189,132,94,86,30,91,76,121,86,88,32,100,107,135,187,35,34,176,76,38,182,132,104,85,25,95,125,83,91,80,29,123,108,183,218,30,50,206,107,29,202,172,108,99,31,116,134
H,1075206,2,3807,1,36,1000000,1001264,48,1,1,3,,,1,1,6,,,2,,,,50,,1,1,50,2,9,,2,,,,,,,,1,2,2,900,1,9,,1,,1,2,3,1,,,0,1,1,,0,0,0,,,0,,1000,92,3,6,13000,9,0,4,4,4,1,2,1,7,0,,0,0,0,,0,1,9,0,0,0,0,1,,,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,65,51,53,46,14,47,77,45,77,90,14,52,11,47,47,13,67,16,54,83,80,48,42,45,13,53,86,52,81,80,12,48,19,51,60,17,46,17,42,86,74,48,46,51,16,55,108,49,93,78,14,52,17,60,58,16,39,12,48,105,67,44,56,54,19,45,80,40,89,84,16,44,12,50,46,13,60,14,54
H,1092515,2,4010,1,36,1000000,1001264,40,2,1,1,1,,1,2,3,2,2,2,0,2,2,100,1,2,2,130,1,1,1300,1,,2,,,,3,2,1,5,,,1,9,2,1,,1,1,2,1,,406000,1,460,3,8,0,,0,110300,4,0,0,,,1,3,110300,9,0,4,4,4,1,1,1,6,0,2,0,0,0,7,0,1,9,0,0,1,1,3,684,,0,0,1,49,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,76,40,40,11,68,12,12,39,38,73,70,12,38,41,38,10,41,37,43,13,39,67,12,42,39,38,40,66,66,42,40,40,67,13,66,41,12,11,78,41,63,39,41,11,70,11,12,41,41,65,74,11,38,40,43,13,39,41,37,13,39,64,11,40,42,40,45,66,71,41,39,43,69,13,68,39,13,10,72
H,1108616,2,3902,1,36,1000000,1001264,88,3,1,1,1,,1,3,3,1,2,2,0,2,2,140,1,2,2,140,1,1,2000,1,,2,1,2400,1,1,2,1,7,,,1,9,2,1,,1,1,1,1,,425000,2,400,6,1,0,,0,142000,1,0,0,,,2,1,142000,9,0,1,1,1,1,1,1,3,1,3,0,0,1,23,0,1,9,0,1,0,0,3,2713,3,0,0,1,47,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,27,86,124,23,26,93,90,156,87,93,80,90,146,101,119,26,26,154,96,135,31,88,131,31,30,81,77,154,91,96,85,71,153,92,76,30,31,149,72,23,149,85,22,160,164,82,98,29,81,83,78,92,22,87,90,131,147,22,104,36,143,91,31,128,141,88,102,27,100,115,104,91,25,89,83,131,187,35,84
