"Stage Name","Stage Date","Stage Category","General Classification Url","Points Classification Url","Stage Classification Url","Competition Date","Competition Name","Competition Result Page Url","Country","Class Code","getsum"
"Stage 21","13 Sep 2015","","https://dataride.uci.ch/iframe/EventResults/82452?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82449?competitionId=36162&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82451?competitionId=36162&disciplineId=10","22 Aug-13 Sep 2015","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/36162?disciplineId=10","ESP","2.UWT","1"
"Stage 1","23 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112778?competitionId=42668&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/112776?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 2","24 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112602?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112594?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112597?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 3","25 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112611?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112605?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112606?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 4","26 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112620?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112615?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112612?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 5","27 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112629?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112624?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112621?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 6","28 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112638?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112633?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112630?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 7","29 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112715?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112714?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112711?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 8","30 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112724?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112723?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112720?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 9","31 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112733?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112732?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112729?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 10","02 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112760?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112758?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112756?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 11","03 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112746?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112741?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112738?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 12","04 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112755?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112750?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112747?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 13","05 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112671?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112669?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112666?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 14","06 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112680?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112678?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112675?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 15","07 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112692?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112687?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112684?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 16","08 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112700?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112695?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112693?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 17","10 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112706?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112703?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112702?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 18","11 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112647?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112642?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112639?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 19","12 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112656?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112651?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112648?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 20","13 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112665?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112660?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112657?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Stage 21","14 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112774?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112767?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112765?competitionId=42668&disciplineId=10","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
"Final Classification","14 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112588?competitionId=42668&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/112591?competitionId=42668&disciplineId=10","","23 Aug-14 Sep 2014","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42668?disciplineId=10","ESP","2.UWT","1"
