19 Apr-22 Apr 2011,Giro del Trentino,/iframe/CompetitionResults/42994?disciplineId=10,ITA,2.HC,1
29 Mar-31 Mar 2011,KBC-Driedaagse De Panne-Koksijde,/iframe/CompetitionResults/42611?disciplineId=10,BEL,2.HC,1
26 Mar-27 Mar 2011,Crit??rium International,/iframe/CompetitionResults/42600?disciplineId=10,FRA,2.HC,1
23 Jan-01 Feb 2011,Le Tour de Langkawi,/iframe/CompetitionResults/43720?disciplineId=10,MAS,2.HC,1
11 Oct-19 Oct 2010,Tour of Hainan,/iframe/CompetitionResults/44288?disciplineId=10,CHN,2.HC,1
22 Aug-26 Aug 2012,Post Danmark Rundt - Tour of Denmark,/iframe/CompetitionResults/43230?disciplineId=10,DEN,2.HC,1
20 Aug-26 Aug 2012,USA Pro Cycling Challenge,/iframe/CompetitionResults/45513?disciplineId=10,USA,2.HC,1
14 Aug-17 Aug 2012,Tour du Limousin,/iframe/CompetitionResults/42964?disciplineId=10,FRA,2.HC,1
01 Aug-05 Aug 2012,Vuelta a Burgos,/iframe/CompetitionResults/42950?disciplineId=10,ESP,2.HC,1
21 Jul-25 Jul 2012,Tour de Wallonie,/iframe/CompetitionResults/43242?disciplineId=10,BEL,2.HC,1
