date,competition,url,country,class,getsum
21 May-23 May 2014,Tour of Zhoushan Island,/iframe/CompetitionResults/45801?disciplineId=10,CHN,2.2,0
20-May-14,Grand Prix of Maykop,/iframe/CompetitionResults/45619?disciplineId=10,RUS,1.2,0
18 May-25 May 2014,Tour of Japan,/iframe/CompetitionResults/43484?disciplineId=10,JPN,2.1,0
18 May-25 May 2014,An Post Ras,/iframe/CompetitionResults/44203?disciplineId=10,IRL,2.2,0
18-May-14,Tour of Chongming Island World Cup,/iframe/CompetitionResults/44982?disciplineId=10,CHN,CDM,0
18-May-14,Clasico FVCiclismo Corre Por la VIDA,/iframe/CompetitionResults/45191?disciplineId=10,VEN,1.2,0
18-May-14,Garmin Velothon Berlin,/iframe/CompetitionResults/45532?disciplineId=10,GER,1.1,0
17-May-14,Grand Prix Criquielion,/iframe/CompetitionResults/43532?disciplineId=10,BEL,1.2,0
17-May-14,Copa Federacion Venezolana de Ciclismo,/iframe/CompetitionResults/46040?disciplineId=10,VEN,1.2,0
17-May-14,Trofee Maarten Wynants,/iframe/CompetitionResults/46056?disciplineId=10,BEL,1.2,0
17-May-14,Visegrad 4 Bicycle Race - GP Hungary,/iframe/CompetitionResults/46149?disciplineId=10,HUN,1.2,0
16 May-18 May 2014,Tour de Picardie,/iframe/CompetitionResults/42745?disciplineId=10,FRA,2.1,0
16 May-18 May 2014,Vuelta a Castilla y Leon,/iframe/CompetitionResults/43614?disciplineId=10,ESP,2.1,0
16-May-14,Visegrad 4 Bicycle Race - GP Slovakia,/iframe/CompetitionResults/46143?disciplineId=10,SVK,1.2,0
15 May-18 May 2014,Rhône-Alpes Isère Tour,/iframe/CompetitionResults/44390?disciplineId=10,FRA,2.2,0
15 May-17 May 2014,Memorial Dimitar Yankov,/iframe/CompetitionResults/46046?disciplineId=10,BUL,2.1,0
15-May-14,Visegrad 4 Bicycle Race - GP Czech Republic,/iframe/CompetitionResults/46150?disciplineId=10,CZE,1.2,0
14 May-16 May 2014,Tour of Chongming Island,/iframe/CompetitionResults/44961?disciplineId=10,CHN,2.1,0
13-May-14,Visegrad 4 Bicycle Race - GP Polski Via Odra,/iframe/CompetitionResults/46152?disciplineId=10,POL,1.2,0
12 May-17 May 2014,Royal Smilde Olympia's Tour,/iframe/CompetitionResults/43189?disciplineId=10,NED,2.2,0
12-May-14,Challenge du Prince - Trophée de la Maison Royale,/iframe/CompetitionResults/45372?disciplineId=10,MAR,1.2,0
11 May-18 May 2014,Amgen Tour of California,/iframe/CompetitionResults/43808?disciplineId=10,USA,2.HC,1
11-May-14,Ringerike GP,/iframe/CompetitionResults/44003?disciplineId=10,NOR,1.2,0
11-May-14,Circuit de Wallonie Ville de Fleurus,/iframe/CompetitionResults/45439?disciplineId=10,BEL,1.2,0
10-May-14,Scandinavian Race in Uppsala,/iframe/CompetitionResults/45056?disciplineId=10,SWE,1.2,0
10-May-14,Challenge du Prince - Trophée de l'Anniversaire,/iframe/CompetitionResults/45363?disciplineId=10,MAR,1.2,0
10-May-14,Berner Rundfahrt / Tour de Berne,/iframe/CompetitionResults/45834?disciplineId=10,SUI,1.2,0
10-May-14,Hadeland GP,/iframe/CompetitionResults/45903?disciplineId=10,NOR,1.2,0
09 May-01 Jun 2014,Giro d'Italia,/iframe/CompetitionResults/42718?disciplineId=10,ITA,2.UWT,1
09 May-11 May 2014,Szlakiem Grodòw Piastowskich,/iframe/CompetitionResults/43898?disciplineId=10,POL,2.1,0
9-May-14,Challenge du Prince - Trophée Princier,/iframe/CompetitionResults/45362?disciplineId=10,MAR,1.2,0
08 May-11 May 2014,Course de la Paix Juniors,/iframe/CompetitionResults/44765?disciplineId=10,CZE,2.Ncup,0
07 May-11 May 2014,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais,/iframe/CompetitionResults/42710?disciplineId=10,FRA,2.HC,1
07 May-11 May 2014,Tour d'Azerbaïdjan,/iframe/CompetitionResults/45616?disciplineId=10,AZE,2.1,0
07 May-11 May 2014,The Women's Tour,/iframe/CompetitionResults/46051?disciplineId=10,GBR,2.1,0
05 May-09 May 2014,Five rings of Moscow,/iframe/CompetitionResults/43136?disciplineId=10,RUS,2.2,0
4-May-14,Circuito del Porto - Trofeo Arvedi,/iframe/CompetitionResults/43504?disciplineId=10,ITA,1.2,0
4-May-14,Grand Prix de la Somme « Conseil Général 80»,/iframe/CompetitionResults/43633?disciplineId=10,FRA,1.1,0
4-May-14,G.P. Sportivi Sovilla-La Piccola SanRemo,/iframe/CompetitionResults/45613?disciplineId=10,ITA,1.1,0
4-May-14,Destination Thy,/iframe/CompetitionResults/45839?disciplineId=10,DEN,1.2,0
3-May-14,62ste Ronde van Overijssel,/iframe/CompetitionResults/43790?disciplineId=10,NED,1.2,0
3-May-14,Grand Prix of Moscow,/iframe/CompetitionResults/44392?disciplineId=10,RUS,1.2,0
3-May-14,Himmerland Rundt,/iframe/CompetitionResults/45474?disciplineId=10,DEN,1.2,0
2-May-14,Memorial of Oleg Dyachenko,/iframe/CompetitionResults/44369?disciplineId=10,RUS,1.2,0
02 May-04 May 2014,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs,/iframe/CompetitionResults/45754?disciplineId=10,LUX,2.1,0
2-May-14,Skive-Løbet,/iframe/CompetitionResults/45858?disciplineId=10,DEN,1.2,0
2-May-14,Ronde van Overijssel Women,/iframe/CompetitionResults/46048?disciplineId=10,NED,1.1,0
1-May-14,Rund um den Finanzplatz Eschborn-Frankfurt,/iframe/CompetitionResults/42695?disciplineId=10,GER,1.HC,0
01 May-04 May 2014,Gracia Orlova,/iframe/CompetitionResults/43305?disciplineId=10,CZE,2.2,0
01 May-04 May 2014,La Coupe du Président de la Ville de Grudziadz,/iframe/CompetitionResults/43461?disciplineId=10,POL,2.1,0
1-May-14,Memorial Andrzeja Trochanowskiego,/iframe/CompetitionResults/44229?disciplineId=10,POL,1.2,0
1-May-14,Mayor Cup,/iframe/CompetitionResults/44368?disciplineId=10,RUS,1.2,0
1-May-14,Rund um den Finanzplatz Eschborn-Frankfurt (U23),/iframe/CompetitionResults/45081?disciplineId=10,GER,1.2U,1
30 Apr-04 May 2014,Tour of the Gila,/iframe/CompetitionResults/44002?disciplineId=10,USA,2.2,0
29 Apr-04 May 2014,Tour de Romandie,/iframe/CompetitionResults/42700?disciplineId=10,SUI,2.UWT,1
29 Apr-04 May 2014,Carpathian Couriers Race U-23,/iframe/CompetitionResults/45338?disciplineId=10,POL,2.2U,0
27-Apr-14,Paris - Mantes-en-Yvelines,/iframe/CompetitionResults/43487?disciplineId=10,FRA,1.2,0
27-Apr-14,Gran Premio Industrie del Marmo,/iframe/CompetitionResults/43503?disciplineId=10,ITA,1.2,0
27-Apr-14,Liège - Bastogne - Liège,/iframe/CompetitionResults/43555?disciplineId=10,BEL,1.UWT,1
27 Apr-04 May 2014,Presidential Cycling Tour of Turkey,/iframe/CompetitionResults/43821?disciplineId=10,TUR,2.HC,1
27-Apr-14,La Roue Tourangelle Région Centre - Classic Loire Touraine Vignobles & Chateaux,/iframe/CompetitionResults/44274?disciplineId=10,FRA,1.1,0
27-Apr-14,Rutland - Melton International CiCLE Classic,/iframe/CompetitionResults/44857?disciplineId=10,GBR,1.2,0
27-Apr-14,Dwars door de Westhoek,/iframe/CompetitionResults/45391?disciplineId=10,BEL,1.1,0
27-Apr-14,Melaka Chief Minister's Cup,/iframe/CompetitionResults/45844?disciplineId=10,MAS,1.2,0
26-Apr-14,EPZ Omloop van Borsele WE,/iframe/CompetitionResults/44651?disciplineId=10,NED,1.2,0
26-Apr-14,Zuid Oost Drenthe Classic I,/iframe/CompetitionResults/45877?disciplineId=10,NED,1.2,0
25 Apr-01 May 2014,Le Tour de Bretagne Cycliste trophée harmonie Mutuelle,/iframe/CompetitionResults/43142?disciplineId=10,FRA,2.2,0
25-Apr-14,Gran Premio della Liberazione,/iframe/CompetitionResults/43468?disciplineId=10,ITA,1.2U,1
25 Apr-27 Apr 2014,Tour of Istria - Memorial Edi Rajkovic,/iframe/CompetitionResults/43641?disciplineId=10,CRO,2.Ncup,0
23-Apr-14,La Flèche Wallonne,/iframe/CompetitionResults/42665?disciplineId=10,BEL,1.UWT,1
23-Apr-14,La Flèche Wallonne Féminine,/iframe/CompetitionResults/44158?disciplineId=10,BEL,CDM,0
23 Apr-27 Apr 2014,Volta Ciclistica internacional do Paraná,/iframe/CompetitionResults/44453?disciplineId=10,BRA,2.2,0
22 Apr-25 Apr 2014,Giro del Trentino,/iframe/CompetitionResults/42980?disciplineId=10,ITA,2.HC,1
22-Apr-14,G.P. Palio del Recioto,/iframe/CompetitionResults/43427?disciplineId=10,ITA,1.2U,1
21-Apr-14,Rund um Köln,/iframe/CompetitionResults/43024?disciplineId=10,GER,1.1,0
21-Apr-14,Giro del Belvedere,/iframe/CompetitionResults/43418?disciplineId=10,ITA,1.2U,1
21 Apr-24 Apr 2014,Le Tour de Filipinas,/iframe/CompetitionResults/43759?disciplineId=10,PHI,2.2,0
20-Apr-14,Amstel Gold Race,/iframe/CompetitionResults/42693?disciplineId=10,NED,1.UWT,1
20-Apr-14,Tro-Bro Léon,/iframe/CompetitionResults/43905?disciplineId=10,FRA,1.1,0
20-Apr-14,Grand Prix Bati-Metallo,/iframe/CompetitionResults/44403?disciplineId=10,BEL,1.1,0
20-Apr-14,Ronde van Gelderland,/iframe/CompetitionResults/44697?disciplineId=10,NED,1.2,0
19-Apr-14,Tour du Finistère,/iframe/CompetitionResults/43486?disciplineId=10,FRA,1.1,0
19-Apr-14,Liège - Bastogne - Liège,/iframe/CompetitionResults/44145?disciplineId=10,BEL,1.2U,1
19-Apr-14,ZLM tour,/iframe/CompetitionResults/45120?disciplineId=10,NED,1.Ncup,0
19-Apr-14,Arno Wallaard Memorial,/iframe/CompetitionResults/45200?disciplineId=10,NED,1.2,0
18-Apr-14,Winston Salem Cycling Classic (WE),/iframe/CompetitionResults/46028?disciplineId=10,USA,1.2,0
18-Apr-14,Winston Salem Cycling Classic,/iframe/CompetitionResults/46058?disciplineId=10,USA,1.2,0
17-Apr-14,GP de Denain Porte du Hainaut,/iframe/CompetitionResults/42631?disciplineId=10,FRA,1.1,0
16-Apr-14,De Brabantse Pijl - La Flèche Brabançonne,/iframe/CompetitionResults/42601?disciplineId=10,BEL,1.HC,0
16 Apr-20 Apr 2014,Tour du Loir et Cher E Provost,/iframe/CompetitionResults/43105?disciplineId=10,FRA,2.2,0
16-Apr-14,La Côte Picarde,/iframe/CompetitionResults/43442?disciplineId=10,FRA,1.Ncup,0
16 Apr-20 Apr 2014,Grand Prix of Adygeya,/iframe/CompetitionResults/45470?disciplineId=10,RUS,2.2,0
15-Apr-14,Paris-Camembert,/iframe/CompetitionResults/42620?disciplineId=10,FRA,1.1,0
13-Apr-14,Paris - Roubaix,/iframe/CompetitionResults/42661?disciplineId=10,FRA,1.UWT,1
13-Apr-14,Klasika Primavera de Amorebieta,/iframe/CompetitionResults/43056?disciplineId=10,ESP,1.1,0
13-Apr-14,Paris - Roubaix Juniors,/iframe/CompetitionResults/44437?disciplineId=10,FRA,1.Ncup,0
12-Apr-14,Grand Prix Cerami,/iframe/CompetitionResults/42653?disciplineId=10,BEL,1.1,0
12-Apr-14,Ronde van Vlaanderen Beloften,/iframe/CompetitionResults/44144?disciplineId=10,BEL,1.Ncup,0
12-Apr-14,Trofeo Edil C,/iframe/CompetitionResults/44228?disciplineId=10,ITA,1.2,0
11 Apr-13 Apr 2014,Circuit des Ardennes International,/iframe/CompetitionResults/44156?disciplineId=10,FRA,2.2,0
9-Apr-14,Scheldeprijs,/iframe/CompetitionResults/42864?disciplineId=10,BEL,1.HC,0
09 Apr-13 Apr 2014,Energiewacht Tour,/iframe/CompetitionResults/44653?disciplineId=10,NED,2.2,0
09 Apr-13 Apr 2014,Volta Ciclística Internacional do Rio Grande do Sul,/iframe/CompetitionResults/46057?disciplineId=10,BRA,2.2,0
08 Apr-11 Apr 2014,Circuit Cycliste Sarthe - Pays de la Loire,/iframe/CompetitionResults/43103?disciplineId=10,FRA,2.1,0
08 Apr-10 Apr 2014,"The Princess Maha Chackri Sirindhon's Cup Women's Tour of Thailand""","/iframe/CompetitionResults/45622?disciplineId=10""",THA,2.2,0
08 Apr-12 Apr 2014,Mzansi Tour,/iframe/CompetitionResults/45847?disciplineId=10,RSA,2.2,0
07 Apr-12 Apr 2014,Vuelta Ciclista al Pais Vasco,/iframe/CompetitionResults/42644?disciplineId=10,ESP,2.UWT,1
7-Apr-14,Grand Prix de Dottignies,/iframe/CompetitionResults/45111?disciplineId=10,BEL,1.2,0
6-Apr-14,Ronde van Vlaanderen / Tour des Flandres,/iframe/CompetitionResults/42635?disciplineId=10,BEL,1.UWT,1
6-Apr-14,"Trofeo PIVA"" Banca Popolare di Vicenza","/iframe/CompetitionResults/43415?disciplineId=10""",ITA,1.2U,1
6-Apr-14,Vuelta Ciclista a La Rioja,/iframe/CompetitionResults/43819?disciplineId=10,ESP,1.1,0
6-Apr-14,Ronde van Vlaanderen / Tour des Flandres,/iframe/CompetitionResults/44609?disciplineId=10,BEL,CDM,0
5-Apr-14,Volta Limburg Classic,/iframe/CompetitionResults/43443?disciplineId=10,NED,1.1,0
5-Apr-14,Gran Premio Miguel Indurain,/iframe/CompetitionResults/43884?disciplineId=10,ESP,1.1,0
4-Apr-14,Route Adélie de Vitré,/iframe/CompetitionResults/42942?disciplineId=10,FRA,1.1,0
04 Apr-13 Apr 2014,Tour du Maroc,/iframe/CompetitionResults/43148?disciplineId=10,MAR,2.2,0
04 Apr-06 Apr 2014,Le Triptyque des Monts et Châteaux,/iframe/CompetitionResults/43877?disciplineId=10,BEL,2.2,0
01 Apr-03 Apr 2014,Driedaagse De Panne-Koksijde,/iframe/CompetitionResults/42612?disciplineId=10,BEL,2.HC,1
01 Apr-06 Apr 2014,"The Maha Chackri Sirindhon's Cup Tour of Thailand""","/iframe/CompetitionResults/44137?disciplineId=10""",THA,2.2,0
01 Apr-06 Apr 2014,Grand Prix of Sochi,/iframe/CompetitionResults/44391?disciplineId=10,RUS,2.2,0
30-Mar-14,Gent-Wevelgem In Flanders Fields,/iframe/CompetitionResults/42648?disciplineId=10,BEL,1.UWT,1
30-Mar-14,Trofeo Alfredo Binda - Comune di Cittiglio,/iframe/CompetitionResults/44820?disciplineId=10,ITA,CDM,0
30-Mar-14,Gent-Wevelgem In Flanders Fields,/iframe/CompetitionResults/46022?disciplineId=10,BEL,1.2,0
29 Mar-30 Mar 2014,Critérium International,/iframe/CompetitionResults/42594?disciplineId=10,FRA,2.HC,1
29-Mar-14,Criterium International de Blida,/iframe/CompetitionResults/46060?disciplineId=10,ALG,1.2,0
28-Mar-14,E3 Harelbeke,/iframe/CompetitionResults/42593?disciplineId=10,BEL,1.UWT,1
28-Mar-14,Circuit International d'Alger,/iframe/CompetitionResults/45593?disciplineId=10,ALG,1.2,0
27 Mar-30 Mar 2014,Settimana Internazionale Coppi e Bartali,/iframe/CompetitionResults/42569?disciplineId=10,ITA,2.1,0
26-Mar-14,Dwars door Vlaanderen / A travers la Flandre,/iframe/CompetitionResults/42589?disciplineId=10,BEL,1.HC,0
26 Mar-30 Mar 2014,Volta ao Alentejo/Crédito Agricola Costa Azul,/iframe/CompetitionResults/44921?disciplineId=10,POR,2.2,0
24 Mar-30 Mar 2014,Volta Ciclista a Catalunya,/iframe/CompetitionResults/42867?disciplineId=10,ESP,2.UWT,1
24 Mar-30 Mar 2014,Tour de Normandie,/iframe/CompetitionResults/43086?disciplineId=10,FRA,2.2,0
24 Mar-27 Mar 2014,Tour International de Constantine,/iframe/CompetitionResults/46027?disciplineId=10,ALG,2.2,0
23-Mar-14,Cholet - Pays De Loire,/iframe/CompetitionResults/42925?disciplineId=10,FRA,1.1,0
23-Mar-14,Bernaudeau Junior,/iframe/CompetitionResults/44495?disciplineId=10,FRA,1.1,0
23-Mar-14,Milano-Sanremo,/iframe/CompetitionResults/44838?disciplineId=10,ITA,1.UWT,1
23-Mar-14,GP Comune di Cornaredo,/iframe/CompetitionResults/45163?disciplineId=10,ITA,1.2,0
23-Mar-14,Cholet Pays de Loire Dames,/iframe/CompetitionResults/45483?disciplineId=10,FRA,1.2,0
22-Mar-14,Classic Loire Atlantique,/iframe/CompetitionResults/44250?disciplineId=10,FRA,1.1,0
22-Mar-14,Criterium International de Setif,/iframe/CompetitionResults/46026?disciplineId=10,ALG,1.2,0
21-Mar-14,Handzame Classic,/iframe/CompetitionResults/45523?disciplineId=10,BEL,1.1,0
20-Mar-14,GP Nobili Rubinetterie-Coppa Papà Carlo-Coppa Città di Stresa,/iframe/CompetitionResults/45313?disciplineId=10,ITA,1.1,0
19-Mar-14,Nokere Koerse - Danilith Classic,/iframe/CompetitionResults/44022?disciplineId=10,BEL,1.1,0
19 Mar-21 Mar 2014,Tour International de Setif,/iframe/CompetitionResults/46025?disciplineId=10,ALG,2.2,0
16-Mar-14,Paris-Troyes,/iframe/CompetitionResults/43400?disciplineId=10,FRA,1.2,0
16-Mar-14,Kattekoers,/iframe/CompetitionResults/43433?disciplineId=10,BEL,1.2,0
16-Mar-14,Omloop van het Waasland,/iframe/CompetitionResults/44104?disciplineId=10,BEL,1.2,0
16-Mar-14,Energiewacht Dwars door Drenthe,/iframe/CompetitionResults/44786?disciplineId=10,NED,1.1,0
16-Mar-14,Novilon Eurocup,/iframe/CompetitionResults/44927?disciplineId=10,NED,1.2,0
16 Mar-18 Mar 2014,Tour International de Blida,/iframe/CompetitionResults/45907?disciplineId=10,ALG,2.2,0
16-Mar-14,Grote Prijs A. Noyelle,/iframe/CompetitionResults/46045?disciplineId=10,BEL,1.1,0
15-Mar-14,Boels Rental Ronde van Drenthe,/iframe/CompetitionResults/43789?disciplineId=10,NED,CDM,0
15-Mar-14,Albert Achterhes Pet Ronde van Drenthe,/iframe/CompetitionResults/44785?disciplineId=10,NED,1.1,0
14-Mar-14,Grand Prix d'Oran,/iframe/CompetitionResults/46059?disciplineId=10,ALG,1.2,0
13 Mar-16 Mar 2014,Istarsko proljece - Istrian Spring Trophy,/iframe/CompetitionResults/44177?disciplineId=10,CRO,2.2,0
13-Mar-14,Molecaten Drentse 8,/iframe/CompetitionResults/44946?disciplineId=10,NED,1.2,0
12 Mar-18 Mar 2014,Tirreno-Adriatico,/iframe/CompetitionResults/45054?disciplineId=10,ITA,2.UWT,1
11 Mar-16 Mar 2014,Vuelta a El Salvador,/iframe/CompetitionResults/44488?disciplineId=10,ESA,2.1,0
9-Mar-14,Roma Maxima,/iframe/CompetitionResults/42881?disciplineId=10,ITA,1.1,0
9-Mar-14,Grand Prix de la Ville de Lillers Souvenir Bruno Comini,/iframe/CompetitionResults/43414?disciplineId=10,FRA,1.2,0
9-Mar-14,Porec Trophy - Trofej Porec,/iframe/CompetitionResults/44180?disciplineId=10,CRO,1.2,0
09 Mar-13 Mar 2014,Tour d'Algérie,/iframe/CompetitionResults/44235?disciplineId=10,ALG,2.2,0
09 Mar-18 Mar 2014,Tour du Cameroun,/iframe/CompetitionResults/44463?disciplineId=10,CMR,2.2,0
09 Mar-16 Mar 2014,Paris - Nice,/iframe/CompetitionResults/44727?disciplineId=10,FRA,2.UWT,1
09 Mar-13 Mar 2014,Tour de Taiwan,/iframe/CompetitionResults/44856?disciplineId=10,TPE,2.1,0
9-Mar-14,Rabobank Dorpenomloop Rucphen,/iframe/CompetitionResults/45505?disciplineId=10,NED,1.2,0
9-Mar-14,Omloop van het Hageland - Tielt-Winge,/iframe/CompetitionResults/45550?disciplineId=10,BEL,1.2,0
8-Mar-14,Ster van Zwolle,/iframe/CompetitionResults/43795?disciplineId=10,NED,1.2,0
8-Mar-14,Strade Bianche,/iframe/CompetitionResults/45067?disciplineId=10,ITA,1.1,0
8-Mar-14,Grand Prix el Salvador,/iframe/CompetitionResults/45226?disciplineId=10,ESA,1.1,0
8-Mar-14,Criterium International d'Alger,/iframe/CompetitionResults/46029?disciplineId=10,ALG,1.2,0
07 Mar-09 Mar 2014,Driedaagse van West-Vlaanderen,/iframe/CompetitionResults/44023?disciplineId=10,BEL,2.1,0
7-Mar-14,Grand Prix de Oriente,/iframe/CompetitionResults/45825?disciplineId=10,ESA,1.1,0
6-Mar-14,G.P. Camaiore,/iframe/CompetitionResults/42796?disciplineId=10,ITA,1.1,0
6-Mar-14,Grand Prix GSB,/iframe/CompetitionResults/45662?disciplineId=10,ESA,1.1,0
5-Mar-14,Le Samyn,/iframe/CompetitionResults/44094?disciplineId=10,BEL,1.1,0
5-Mar-14,Le Samyn des Dames,/iframe/CompetitionResults/45731?disciplineId=10,BEL,1.2,0
5-Mar-14,Trofej Umag - Umag Trophy,/iframe/CompetitionResults/45994?disciplineId=10,CRO,1.2,0
04 Mar-09 Mar 2014,Vuelta Mexico,/iframe/CompetitionResults/44703?disciplineId=10,MEX,2.2,0
2-Mar-14,Kuurne-Bruxelles-Kuurne,/iframe/CompetitionResults/42580?disciplineId=10,BEL,1.1,0
2-Mar-14,Clasica de Almeria,/iframe/CompetitionResults/43041?disciplineId=10,ESP,1.1,0
2-Mar-14,G.P. Città di Lugano,/iframe/CompetitionResults/44084?disciplineId=10,SUI,1.1,0
2-Mar-14,Kuurne-Brussel-Kuurne Juniors,/iframe/CompetitionResults/45400?disciplineId=10,BEL,1.1,0
2-Mar-14,Les Challenges de la Marche Verte - GP Al Massira,/iframe/CompetitionResults/45498?disciplineId=10,MAR,1.2,0
2-Mar-14,La Drôme Classic,/iframe/CompetitionResults/45843?disciplineId=10,FRA,1.1,0
1-Mar-14,Vuelta Ciclista a Murcia,/iframe/CompetitionResults/42981?disciplineId=10,ESP,1.1,0
1-Mar-14,Omloop Het Nieuwsblad Elite,/iframe/CompetitionResults/43539?disciplineId=10,BEL,1.HC,0
1-Mar-14,Omloop Het Nieuwsblad-vrouwen elite / Circuit Het Nieuwsblad-Femmes Elite,/iframe/CompetitionResults/44969?disciplineId=10,BEL,1.2,0
1-Mar-14,Classic Sud Ardèche - Souvenir Francis Delpech,/iframe/CompetitionResults/45080?disciplineId=10,FRA,1.1,0
1-Mar-14,Les Challenges de la Marche Verte - GP Oued Eddahab,/iframe/CompetitionResults/45506?disciplineId=10,MAR,1.2,0
27 Feb-08 Mar 2014,Le Tour de Langkawi,/iframe/CompetitionResults/43726?disciplineId=10,MAS,2.HC,1
27-Feb-14,Les Challenges de la Marche Verte - GP Sakia El Hamra,/iframe/CompetitionResults/45507?disciplineId=10,MAR,1.2,0
26 Feb-02 Mar 2014,Vuelta Internacional Femenina a Costa Rica,/iframe/CompetitionResults/45876?disciplineId=10,CRC,2.2,0
23-Feb-14,GP Izola - Butan plin,/iframe/CompetitionResults/46041?disciplineId=10,SLO,1.2,0
22 Feb-23 Feb 2014,Tour Cycliste International du Haut Var-matin,/iframe/CompetitionResults/42565?disciplineId=10,FRA,2.1,0
21-Feb-14,Trofeo Laigueglia,/iframe/CompetitionResults/42560?disciplineId=10,ITA,1.1,0
20 Feb-27 Feb 2014,Vuelta Independencia Nacional,/iframe/CompetitionResults/43707?disciplineId=10,DOM,2.2,0
19 Feb-23 Feb 2014,Vuelta a Andalucia  Ruta Ciclista Del Sol,/iframe/CompetitionResults/42541?disciplineId=10,ESP,2.1,0
19 Feb-23 Feb 2014,Volta ao Algarve,/iframe/CompetitionResults/43878?disciplineId=10,POR,2.1,0
18 Feb-23 Feb 2014,Tour of Oman,/iframe/CompetitionResults/45446?disciplineId=10,OMA,2.HC,1
13 Feb-16 Feb 2014,Tour Méditerranéen Cycliste Professionnel,/iframe/CompetitionResults/42547?disciplineId=10,FRA,2.1,0
12-Feb-14,Trofeo Platja de Muro,/iframe/CompetitionResults/45871?disciplineId=10,ESP,1.1,0
11-Feb-14,Trofeo Deià,/iframe/CompetitionResults/44065?disciplineId=10,ESP,1.1,0
10-Feb-14,Trofeo Migjorn,/iframe/CompetitionResults/44066?disciplineId=10,ESP,1.1,0
9-Feb-14,Trofeo Palma,/iframe/CompetitionResults/44055?disciplineId=10,ESP,1.1,0
09 Feb-14 Feb 2014,Tour of Qatar,/iframe/CompetitionResults/44344?disciplineId=10,QAT,2.HC,1
09 Feb-16 Feb 2014,Tour do Brasil Volta Ciclística de São Paulo-Internacional,/iframe/CompetitionResults/45515?disciplineId=10,BRA,2.2,0
05 Feb-09 Feb 2014,Etoile de Bessèges,/iframe/CompetitionResults/42546?disciplineId=10,FRA,2.1,0
05 Feb-09 Feb 2014,Herald Sun Tour,/iframe/CompetitionResults/42915?disciplineId=10,AUS,2.1,0
05 Feb-08 Feb 2014,Dubai Tour,/iframe/CompetitionResults/46021?disciplineId=10,UAE,2.1,0
04 Feb-07 Feb 2014,Ladies Tour of Qatar,/iframe/CompetitionResults/45235?disciplineId=10,QAT,2.1,0
2-Feb-14,Grand Prix Cycliste la Marseillaise,/iframe/CompetitionResults/42559?disciplineId=10,FRA,1.1,0
2-Feb-14,G.P. Costa degli Etruschi,/iframe/CompetitionResults/44430?disciplineId=10,ITA,1.1,0
29 Jan-02 Feb 2014,New Zealand Cycle Classic,/iframe/CompetitionResults/44029?disciplineId=10,NZL,2.2,0
21 Jan-26 Jan 2014,Santos Tour Down Under,/iframe/CompetitionResults/45167?disciplineId=10,AUS,2.UWT,1
20 Jan-26 Jan 2014,Tour de San Luis,/iframe/CompetitionResults/44943?disciplineId=10,ARG,2.1,0
14 Jan-18 Jan 2014,Tour Femenino de San Luis,/iframe/CompetitionResults/46052?disciplineId=10,ARG,2.2,0
13 Jan-19 Jan 2014,La Tropicale Amissa Bongo,/iframe/CompetitionResults/44705?disciplineId=10,GAB,2.1,0
10 Jan-19 Jan 2014,Vuelta al Tachira en Bicicleta,/iframe/CompetitionResults/43292?disciplineId=10,VEN,2.2,0
22-Dec-13,"CFI International race 3, Dehli",/iframe/CompetitionResults/46039?disciplineId=10,IND,1.2,0
17 Dec-29 Dec 2013,Vuelta kolbi a Costa Rica,/iframe/CompetitionResults/43928?disciplineId=10,CRC,2.2,0
15-Dec-13,"CFI International race 1, Mumbai",/iframe/CompetitionResults/46037?disciplineId=10,IND,1.2,0
04 Dec-07 Dec 2013,Tour of Al Zubarah,/iframe/CompetitionResults/46033?disciplineId=10,QAT,2.2,0
22 Nov-25 Nov 2013,Sharjah International Cycling Tour,/iframe/CompetitionResults/46049?disciplineId=10,UAE,2.2,0
17 Nov-24 Nov 2013,Tour of Rwanda,/iframe/CompetitionResults/45349?disciplineId=10,RWA,2.2,0
16 Nov-18 Nov 2013,Tour of Fuzhou,/iframe/CompetitionResults/45868?disciplineId=10,CHN,2.2,0
12-Nov-13,Tour of Nanjing,/iframe/CompetitionResults/46054?disciplineId=10,CHN,1.2,0
10-Nov-13,Tour de Okinawa,/iframe/CompetitionResults/43688?disciplineId=10,JPN,1.2,0
02 Nov-10 Nov 2013,Tour of Taihu Lake,/iframe/CompetitionResults/45522?disciplineId=10,CHN,2.1,0
02 Nov-05 Nov 2013,Banyuwangi Tour de Ijen,/iframe/CompetitionResults/45832?disciplineId=10,INA,2.2,0
01 Nov-10 Nov 2013,Vuelta a Bolivia,/iframe/CompetitionResults/44099?disciplineId=10,BOL,2.2,0
25 Oct-03 Nov 2013,Tour du Faso,/iframe/CompetitionResults/43706?disciplineId=10,BUR,2.2,0
20 Oct-28 Oct 2013,Tour of Hainan,/iframe/CompetitionResults/44293?disciplineId=10,CHN,2.HC,1
17-Dec-15,Challenge des phosphates-Grand prix de Khouribga,/iframe/CompetitionResults/37482?disciplineId=10,MAR,1.2,0
16 Dec-19 Dec 2015,Tour of Al Zubarah,/iframe/CompetitionResults/37371?disciplineId=10,QAT,2.2,0
14 Dec-25 Dec 2015,Vuelta Ciclista Internacional a Costa Rica,/iframe/CompetitionResults/37589?disciplineId=10,CRC,2.2,0
