"Stage Name","Stage Date","Stage Category","General Classification Url","Points Classification Url","Stage Classification Url","Competition Date","Competition Name","Competition Result Page Url","Country","Class Code","getsum","Rider Rank","Rider Name","Rider Nation","Rider Team","Rider Age","Rider Result","Rider Points",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","13","NIELSEN Magnus Cort","ORICA-BIKEEXCHANGE","DEN","23","+6","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","12","HOWSON Damien","ORICA-BIKEEXCHANGE","AUS","24","+6","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","11","QUINTANA Nairo","MOVISTAR TEAM","COL","26","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","10","MORENO Daniel","MOVISTAR TEAM","ESP","35","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","9","ROJAS Jose","MOVISTAR TEAM","ESP","31","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","8","FERNANDEZ Ruben","MOVISTAR TEAM","ESP","25","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","7","CASTROVIEJO Jonathan","MOVISTAR TEAM","ESP","29","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","6","VALVERDE Alejandro","MOVISTAR TEAM","ESP","36","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","5","FROOME Chris","TEAM SKY","GBR","31","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","4","KONIG Leopold","TEAM SKY","CZE","29","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","3","KWIATKOWSKI Michal","TEAM SKY","POL","26","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","2","PUCCIO Salvatore","TEAM SKY","ITA","27","+0","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","1","KENNAUGH Peter","TEAM SKY","GBR","27","30:37","20",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","Rank","Rider","Team","Nation","Age","Result","Points",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","80","REYNES MIMO Vicente","IAM CYCLING","ESP","35","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","79","PELLAUD Simon","IAM CYCLING","SUI","24","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","78","CHEVRIER Clement","IAM CYCLING","FRA","24","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","77","FRANK Mathias","IAM CYCLING","SUI","30","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","76","DEVENYNS Dries","IAM CYCLING","BEL","33","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","75","WYSS Marcel","IAM CYCLING","SUI","30","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","74","WARBASSE Lawrence","IAM CYCLING","USA","26","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","73","LAENGEN Vegard Stake","IAM CYCLING","NOR","27","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","72","VAN GENECHTEN Jonas","IAM CYCLING","BEL","30","+1:13","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","71","DIDIER Laurent","TREK - SEGAFREDO","LUX","32","+1:12","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","70","EIKING Odd Christian","FDJ","NOR","22","+1:05","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","69","GENIEZ Alexandre","FDJ","FRA","28","+1:05","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","68","LADAGNOUS Matthieu","FDJ","FRA","32","+1:05","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","67","PICHON Laurent","FDJ","FRA","30","+1:05","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","66","LE BON Johan","FDJ","FRA","26","+1:05","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","65","ELISSONDE Kenny","FDJ","FRA","25","+1:05","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","64","GRUZDEV Dmitriy","ASTANA PRO TEAM","KAZ","30","+58","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","63","LOPEZ MORENO Miguel Angel","ASTANA PRO TEAM","COL","22","+58","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","62","SCARPONI Michele","ASTANA PRO TEAM","ITA","37","+58","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","61","SANCHEZ Luis León","ASTANA PRO TEAM","ESP","33","+58","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","60","CATALDO Dario","ASTANA PRO TEAM","ITA","31","+58","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","59","BENEDETTI Cesare","BORA-ARGON 18","ITA","29","+57","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","58","MENDES José","BORA-ARGON 18","POR","31","+57","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","57","HUZARSKI Bartosz","BORA-ARGON 18","POL","36","+57","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","56","MÜHLBERGER Gregor","BORA-ARGON 18","AUT","22","+57","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","55","PFINGSTEN Christoph","BORA-ARGON 18","GER","29","+57","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","54","TROFIMOV Yury","TINKOFF","RUS","32","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","53","HERNANDEZ BLAZQUEZ Jesus","TINKOFF","ESP","35","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","52","KIŠERLOVSKI Robert","TINKOFF","CRO","30","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","51","ROVNY Ivan","TINKOFF","RUS","29","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","50","CONTADOR VELASCO Alberto","TINKOFF","ESP","34","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","49","BOARO Manuele","TINKOFF","ITA","29","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","48","DOMBROWSKI Joseph Lloyd","CANNONDALE-DRAPAC PRO CYCLING TEAM","USA","25","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","47","MOSER Moreno","CANNONDALE-DRAPAC PRO CYCLING TEAM","ITA","26","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","46","VILLELLA Davide","CANNONDALE-DRAPAC PRO CYCLING TEAM","ITA","25","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","45","FORMOLO Davide","CANNONDALE-DRAPAC PRO CYCLING TEAM","ITA","24","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","44","CLARKE Simon","CANNONDALE-DRAPAC PRO CYCLING TEAM","AUS","30","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","43","TALANSKY Andrew","CANNONDALE-DRAPAC PRO CYCLING TEAM","USA","28","+52","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","42","IRIZAR ARAMBURU Markel","TREK - SEGAFREDO","ESP","36","+50","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","41","BERNARD Julien","TREK - SEGAFREDO","FRA","24","+50","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","Rank","Rider","Team","Nation","Age","Result","Points",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","120","WAEYTENS Zico","TEAM GIANT - ALPECIN","BEL","25","+1:50","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","119","BARGUIL Warren","TEAM GIANT - ALPECIN","FRA","25","+1:50","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","118","DE KORT Koen","TEAM GIANT - ALPECIN","NED","34","+1:50","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","117","RIBLON Christophe","AG2R LA MONDIALE","FRA","35","+1:48","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","116","LATOUR Pierre Roger","AG2R LA MONDIALE","FRA","23","+1:48","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","115","DOMONT Axel","AG2R LA MONDIALE","FRA","26","+1:48","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","114","PERAUD Jean Christophe","AG2R LA MONDIALE","FRA","39","+1:48","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","113","BAKELANTS Jan","AG2R LA MONDIALE","BEL","30","+1:48","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","112","PARDILLA BELLON Sergio","CAJA RURAL-SEGUROS RGA","ESP","32","+1:36","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","111","GONÇALVES José","CAJA RURAL-SEGUROS RGA","POR","27","+1:36","",
"undefinedStage 1","20 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72259?competitionId=3858&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/72494?competitionId=3858&disciplineId=10","20 Aug-11 Sep 2016","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/3858?disciplineId=10","ESP","2.UWT","1","110","BILBAO LOPEZ DE ARMENTIA Pello","CAJA RURAL-SEGUROS RGA","ESP","26","+1:36","",
